city,timestamp,date,hour,month,day_of_year,is_daylight,temperature,humidity,wind_speed,cloudcover,uv_index,solar_elevation_deg,solar_azimuth_deg,solar_angle,cloud_factor,temp_efficiency,uv_factor,clear_sky_ghi_wm2,ghi_wm2,poa_irradiance_wm2,cell_temperature_c,production_kw,hourly_production_kwh,solar_potential,load_kwh,system_hourly_kwh,self_consumed_kwh,grid_export_kwh,grid_import_kwh
Turin,2026-03-16T21:00:00+01:00,2026-03-16,21,3,75,0,6.71,74,8.22,44,0.0,-25.981,180.0,0.0,0.947833,1.0,0.0,0.0,0.0,0.0,6.71,0.0,0.0,0.0,0.535297,0.0,0.0,0.0,0.535297
Turin,2026-03-16T22:00:00+01:00,2026-03-16,22,3,75,0,6.46,75,8.14,32,0.0,-34.968,180.0,0.0,0.98163,1.0,0.0,0.0,0.0,0.0,6.46,0.0,0.0,0.0,0.4249,0.0,0.0,0.0,0.4249
Turin,2026-03-16T23:00:00+01:00,2026-03-16,23,3,75,0,6.11,74,8.86,34,0.0,-42.156,180.0,0.0,0.976545,1.0,0.0,0.0,0.0,0.0,6.11,0.0,0.0,0.0,0.310699,0.0,0.0,0.0,0.310699
Turin,2026-03-17T00:00:00+01:00,2026-03-17,0,3,76,0,7.17,76,9.61,28,0.0,-46.126,180.0,0.0,0.98804,1.0,0.0,0.0,0.0,0.0,7.17,0.0,0.0,0.0,0.106647,0.0,0.0,0.0,0.106647
Turin,2026-03-17T01:00:00+01:00,2026-03-17,1,3,76,0,6.3,71,8.32,31,0.0,-46.681,180.0,0.0,0.983465,1.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.106853,0.0,0.0,0.0,0.106853
Turin,2026-03-17T02:00:00+01:00,2026-03-17,2,3,76,0,6.2,80,10.35,27,0.0,-43.342,180.0,0.0,0.989108,1.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.108405,0.0,0.0,0.0,0.108405
Turin,2026-03-17T03:00:00+01:00,2026-03-17,3,3,76,0,6.07,79,9.38,31,0.0,-36.876,180.0,0.0,0.983049,1.0,0.0,0.0,0.0,0.0,6.07,0.0,0.0,0.0,0.116591,0.0,0.0,0.0,0.116591
Turin,2026-03-17T04:00:00+01:00,2026-03-17,4,3,76,0,7.56,71,8.04,39,0.0,-28.334,180.0,0.0,0.965683,1.0,0.0,0.0,0.0,0.0,7.56,0.0,0.0,0.0,0.146297,0.0,0.0,0.0,0.146297
Turin,2026-03-17T05:00:00+01:00,2026-03-17,5,3,76,0,6.8,78,7.97,44,0.0,-18.572,180.0,0.0,0.94966,1.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.21872,0.0,0.0,0.0,0.21872
Turin,2026-03-17T06:00:00+01:00,2026-03-17,6,3,76,0,9.38,73,10.2,33,0.0,-8.185,180.001,0.0,0.979123,1.0,0.0,0.0,0.0,0.0,9.38,0.0,0.0,0.0,0.331535,0.0,0.0,0.0,0.331535
Turin,2026-03-17T07:00:00+01:00,2026-03-17,7,3,76,1,9.51,64,8.21,29,0.2,2.393,335.618,0.041762,0.985913,1.0,0.02,11.16,10.58,17.94,10.07,0.038422,0.038422,0.038422,0.428179,0.038422,0.038422,0.0,0.389757
Turin,2026-03-17T08:00:00+01:00,2026-03-17,8,3,76,1,11.95,70,9.54,36,1.6,12.788,322.656,0.221349,0.973686,1.0,0.16,186.17,169.42,222.73,18.91,0.477084,0.477084,0.477084,0.437905,0.477084,0.437905,0.039179,0.0
Turin,2026-03-17T09:00:00+01:00,2026-03-17,9,3,76,1,11.88,63,9.34,34,3.2,22.591,324.269,0.384154,0.976686,0.997667,0.32,361.75,341.7,438.49,25.58,0.937055,0.937055,0.937055,0.361677,0.937055,0.361677,0.575378,0.0
Turin,2026-03-17T10:00:00+01:00,2026-03-17,10,3,76,1,14.5,53,10.1,28,4.7,31.271,329.899,0.519082,0.98759,0.961309,0.47,508.72,502.4,645.51,34.67,1.329177,1.329177,1.329177,0.271141,1.329177,0.271141,1.058036,0.0
Turin,2026-03-17T11:00:00+01:00,2026-03-17,11,3,76,1,15.22,56,10.39,28,5.8,38.093,339.004,0.616938,0.987174,0.942396,0.58,615.62,605.34,773.87,39.4,1.56214,1.56214,1.56214,0.221599,1.56214,0.221599,1.340541,0.0
Turin,2026-03-17T12:00:00+01:00,2026-03-17,12,3,76,1,16.71,57,9.42,28,6.5,42.149,351.219,0.671054,0.987145,0.927771,0.65,674.8,660.77,843.08,43.06,1.675441,1.675441,1.675441,0.213206,1.675441,0.213206,1.462235,0.0
Turin,2026-03-17T13:00:00+01:00,2026-03-17,13,3,76,1,15.82,59,10.11,25,6.6,42.667,5.014,0.677742,0.991413,0.930137,0.66,682.12,664.56,852.67,42.47,1.698828,1.698828,1.698828,0.225264,1.698828,0.225264,1.473564,0.0
Turin,2026-03-17T14:00:00+01:00,2026-03-17,14,3,76,1,16.52,48,9.5,30,6.0,39.535,17.882,0.636546,0.983912,0.934195,0.6,637.06,626.81,797.82,41.45,1.596476,1.596476,1.596476,0.249506,1.596476,0.249506,1.34697,0.0
Turin,2026-03-17T15:00:00+01:00,2026-03-17,15,3,76,1,16.91,57,9.55,30,5.0,33.386,27.921,0.550272,0.985031,0.947753,0.5,542.77,529.32,676.98,38.06,1.374325,1.374325,1.374325,0.292679,1.374325,0.292679,1.081646,0.0
Turin,2026-03-17T16:00:00+01:00,2026-03-17,16,3,76,1,15.12,56,8.75,40,3.5,25.138,34.524,0.424802,0.962304,0.977887,0.35,405.95,389.5,493.06,30.53,1.03277,1.03277,1.03277,0.363486,1.03277,0.363486,0.669284,0.0
Turin,2026-03-17T17:00:00+01:00,2026-03-17,17,3,76,1,15.33,51,10.64,24,2.1,15.586,37.42,0.268685,0.992127,0.999682,0.21,236.85,234.99,312.07,25.08,0.668248,0.668248,0.668248,0.457921,0.668248,0.457921,0.210327,0.0
Turin,2026-03-17T18:00:00+01:00,2026-03-17,18,3,76,1,13.42,58,10.88,42,0.5,5.311,32.605,0.09256,0.955321,1.0,0.05,53.73,50.62,71.2,15.64,0.152512,0.152512,0.152512,0.552183,0.152512,0.152512,0.0,0.399671
Turin,2026-03-17T19:00:00+01:00,2026-03-17,19,3,76,0,12.89,59,9.68,32,0.0,-5.254,179.999,0.0,0.980471,1.0,0.0,0.0,0.0,0.0,12.89,0.0,0.0,0.0,0.610449,0.0,0.0,0.0,0.610449
Turin,2026-03-17T20:00:00+01:00,2026-03-17,20,3,76,0,11.5,59,9.28,31,0.0,-15.733,180.0,0.0,0.983634,1.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.605072,0.0,0.0,0.0,0.605072
Turin,2026-03-17T21:00:00+01:00,2026-03-17,21,3,76,0,9.99,65,9.59,31,0.0,-25.719,180.0,0.0,0.982589,1.0,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.53454,0.0,0.0,0.0,0.53454
Turin,2026-03-17T22:00:00+01:00,2026-03-17,22,3,76,0,8.9,74,7.7,40,0.0,-34.673,180.0,0.0,0.962176,1.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.424299,0.0,0.0,0.0,0.424299
Turin,2026-03-17T23:00:00+01:00,2026-03-17,23,3,76,0,6.84,77,9.37,45,0.0,-41.816,180.0,0.0,0.943415,1.0,0.0,0.0,0.0,0.0,6.84,0.0,0.0,0.0,0.310259,0.0,0.0,0.0,0.310259
Turin,2026-03-18T00:00:00+01:00,2026-03-18,0,3,77,0,4.07,89,9.92,47,0.0,-45.742,180.0,0.0,0.934616,1.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,0.0,0.106494,0.0,0.0,0.0,0.106494
Turin,2026-03-18T01:00:00+01:00,2026-03-18,1,3,77,0,3.1,88,8.32,46,0.0,-46.274,180.0,0.0,0.938681,1.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.1067,0.0,0.0,0.0,0.1067
Turin,2026-03-18T02:00:00+01:00,2026-03-18,2,3,77,0,3.69,91,6.61,47,0.0,-42.938,180.0,0.0,0.935748,1.0,0.0,0.0,0.0,0.0,3.69,0.0,0.0,0.0,0.10825,0.0,0.0,0.0,0.10825
Turin,2026-03-18T03:00:00+01:00,2026-03-18,3,3,77,0,3.85,85,7.39,47,0.0,-36.491,180.0,0.0,0.934715,1.0,0.0,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.116424,0.0,0.0,0.0,0.116424
Turin,2026-03-18T04:00:00+01:00,2026-03-18,4,3,77,0,5.16,86,9.07,47,0.0,-27.971,180.0,0.0,0.937556,1.0,0.0,0.0,0.0,0.0,5.16,0.0,0.0,0.0,0.146088,0.0,0.0,0.0,0.146088
Turin,2026-03-18T05:00:00+01:00,2026-03-18,5,3,77,0,4.13,84,7.97,60,0.0,-18.225,180.0,0.0,0.862616,1.0,0.0,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.218407,0.0,0.0,0.0,0.218407
Turin,2026-03-18T06:00:00+01:00,2026-03-18,6,3,77,0,6.92,79,7.94,61,0.0,-7.846,180.001,0.0,0.853121,1.0,0.0,0.0,0.0,0.0,6.92,0.0,0.0,0.0,0.331061,0.0,0.0,0.0,0.331061
Turin,2026-03-18T07:00:00+01:00,2026-03-18,7,3,77,1,7.76,80,9.09,59,0.2,2.732,331.581,0.047669,0.867821,1.0,0.02,15.18,11.72,16.89,8.29,0.03617,0.03617,0.03617,0.427567,0.03617,0.03617,0.0,0.391397
Turin,2026-03-18T08:00:00+01:00,2026-03-18,8,3,77,1,9.01,73,8.01,50,1.5,13.135,321.518,0.227242,0.920941,1.0,0.15,192.46,163.22,205.8,15.44,0.440833,0.440833,0.440833,0.437279,0.440833,0.437279,0.003554,0.0
Turin,2026-03-18T09:00:00+01:00,2026-03-18,9,3,77,1,9.17,73,9.13,60,2.8,22.953,323.62,0.38997,0.861251,1.0,0.28,368.07,292.42,355.28,20.27,0.761011,0.761011,0.761011,0.36116,0.761011,0.36116,0.399851,0.0
Turin,2026-03-18T10:00:00+01:00,2026-03-18,10,3,77,1,11.83,67,9.56,42,4.5,31.652,329.474,0.524763,0.954686,0.980082,0.45,514.92,466.04,580.75,29.98,1.219199,1.219199,1.219199,0.270754,1.219199,0.270754,0.948445,0.0
Turin,2026-03-18T11:00:00+01:00,2026-03-18,11,3,77,1,13.33,62,8.9,41,5.6,38.494,338.756,0.622436,0.959581,0.956601,0.56,621.63,578.73,720.66,35.85,1.476668,1.476668,1.476668,0.221282,1.476668,0.221282,1.255386,0.0
Turin,2026-03-18T12:00:00+01:00,2026-03-18,12,3,77,1,12.9,62,8.64,40,6.2,42.558,351.16,0.676333,0.960833,0.94987,0.62,680.58,633.54,788.33,37.53,1.603962,1.603962,1.603962,0.212901,1.603962,0.212901,1.391061,0.0
Turin,2026-03-18T13:00:00+01:00,2026-03-18,13,3,77,1,13.14,70,7.27,50,6.0,43.061,5.156,0.682781,0.922287,0.956979,0.6,687.63,591.56,723.61,35.76,1.483288,1.483288,1.483288,0.224942,1.483288,0.224942,1.258346,0.0
Turin,2026-03-18T14:00:00+01:00,2026-03-18,14,3,77,1,14.56,58,9.13,50,5.6,39.892,18.198,0.641339,0.92265,0.952113,0.56,642.3,585.67,717.22,36.97,1.462723,1.462723,1.462723,0.249149,1.462723,0.249149,1.213574,0.0
Turin,2026-03-18T15:00:00+01:00,2026-03-18,15,3,77,1,13.19,62,7.99,40,4.9,33.699,28.38,0.554833,0.961723,0.967577,0.49,547.75,509.95,637.19,33.11,1.320602,1.320602,1.320602,0.292261,1.320602,0.292261,1.028341,0.0
Turin,2026-03-18T16:00:00+01:00,2026-03-18,16,3,77,1,13.95,66,8.53,55,3.3,25.414,35.15,0.429158,0.891863,0.990941,0.33,410.69,348.57,426.05,27.26,0.904324,0.904324,0.904324,0.362966,0.904324,0.362966,0.541358,0.0
Turin,2026-03-18T17:00:00+01:00,2026-03-18,17,3,77,1,12.23,69,9.92,53,1.9,15.836,38.376,0.272878,0.905471,1.0,0.19,241.36,205.13,255.26,20.21,0.546772,0.546772,0.546772,0.457266,0.546772,0.457266,0.089506,0.0
Turin,2026-03-18T18:00:00+01:00,2026-03-18,18,3,77,1,11.51,72,8.43,57,0.5,5.546,34.867,0.096643,0.880534,1.0,0.05,57.63,47.01,61.93,13.45,0.132646,0.132646,0.132646,0.551394,0.132646,0.132646,0.0,0.418748
Turin,2026-03-18T19:00:00+01:00,2026-03-18,19,3,77,0,9.79,73,9.23,46,0.0,-5.022,179.999,0.0,0.940109,1.0,0.0,0.0,0.0,0.0,9.79,0.0,0.0,0.0,0.609577,0.0,0.0,0.0,0.609577
Turin,2026-03-18T20:00:00+01:00,2026-03-18,20,3,77,0,8.94,77,8.8,48,0.0,-15.492,180.0,0.0,0.929671,1.0,0.0,0.0,0.0,0.0,8.94,0.0,0.0,0.0,0.604207,0.0,0.0,0.0,0.604207
Turin,2026-03-18T21:00:00+01:00,2026-03-18,21,3,77,0,6.68,78,8.69,53,0.0,-25.457,180.0,0.0,0.908404,1.0,0.0,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.533776,0.0,0.0,0.0,0.533776
Turin,2026-03-18T22:00:00+01:00,2026-03-18,22,3,77,0,6.76,73,9.75,47,0.0,-34.377,180.0,0.0,0.934652,1.0,0.0,0.0,0.0,0.0,6.76,0.0,0.0,0.0,0.423693,0.0,0.0,0.0,0.423693
Turin,2026-03-18T23:00:00+01:00,2026-03-18,23,3,77,0,6.16,79,9.01,51,0.0,-41.476,180.0,0.0,0.915428,1.0,0.0,0.0,0.0,0.0,6.16,0.0,0.0,0.0,0.309816,0.0,0.0,0.0,0.309816
Turin,2026-03-19T00:00:00+01:00,2026-03-19,0,3,78,0,5.98,85,9.47,65,0.0,-45.357,180.0,0.0,0.817031,1.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.10634,0.0,0.0,0.0,0.10634
Turin,2026-03-19T01:00:00+01:00,2026-03-19,1,3,78,0,4.11,90,8.17,66,0.0,-45.865,180.0,0.0,0.812284,1.0,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,0.106546,0.0,0.0,0.0,0.106546
Turin,2026-03-19T02:00:00+01:00,2026-03-19,2,3,78,0,4.71,91,9.81,66,0.0,-42.533,180.0,0.0,0.806484,1.0,0.0,0.0,0.0,0.0,4.71,0.0,0.0,0.0,0.108094,0.0,0.0,0.0,0.108094
Turin,2026-03-19T03:00:00+01:00,2026-03-19,3,3,78,0,4.86,83,9.86,73,0.0,-36.106,180.0,0.0,0.734062,1.0,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.116256,0.0,0.0,0.0,0.116256
Turin,2026-03-19T04:00:00+01:00,2026-03-19,4,3,78,0,5.68,84,9.05,77,0.0,-27.607,180.0,0.0,0.685094,1.0,0.0,0.0,0.0,0.0,5.68,0.0,0.0,0.0,0.145877,0.0,0.0,0.0,0.145877
Turin,2026-03-19T05:00:00+01:00,2026-03-19,5,3,78,0,6.59,82,7.68,61,0.0,-17.876,180.0,0.0,0.850685,1.0,0.0,0.0,0.0,0.0,6.59,0.0,0.0,0.0,0.218091,0.0,0.0,0.0,0.218091
Turin,2026-03-19T06:00:00+01:00,2026-03-19,6,3,78,0,7.95,82,9.67,70,0.0,-7.506,180.001,0.0,0.770301,1.0,0.0,0.0,0.0,0.0,7.95,0.0,0.0,0.0,0.330583,0.0,0.0,0.0,0.330583
Turin,2026-03-19T07:00:00+01:00,2026-03-19,7,3,78,1,8.7,85,10.32,74,0.2,3.072,327.478,0.053592,0.721808,1.0,0.02,19.57,12.3,16.04,9.2,0.034355,0.034355,0.034355,0.426949,0.034355,0.034355,0.0,0.392594
Turin,2026-03-19T08:00:00+01:00,2026-03-19,8,3,78,1,8.86,73,8.11,67,1.4,13.482,320.382,0.233141,0.803318,1.0,0.14,198.75,147.2,177.64,14.41,0.380494,0.380494,0.380494,0.436647,0.380494,0.380494,0.0,0.056153
Turin,2026-03-19T09:00:00+01:00,2026-03-19,9,3,78,1,10.59,70,8.79,55,2.9,23.315,322.971,0.395782,0.895557,1.0,0.29,374.38,313.57,381.98,22.52,0.818198,0.818198,0.818198,0.360638,0.818198,0.360638,0.45756,0.0
Turin,2026-03-19T10:00:00+01:00,2026-03-19,10,3,78,1,12.97,65,8.34,59,4.1,32.035,329.049,0.530431,0.868488,0.982961,0.41,521.1,433.19,521.23,29.26,1.09745,1.09745,1.09745,0.270363,1.09745,0.270363,0.827087,0.0
Turin,2026-03-19T11:00:00+01:00,2026-03-19,11,3,78,1,14.46,60,10.09,53,5.3,38.896,338.508,0.627914,0.903147,0.95816,0.53,627.62,554.4,671.98,35.46,1.379152,1.379152,1.379152,0.220962,1.379152,0.220962,1.15819,0.0
Turin,2026-03-19T12:00:00+01:00,2026-03-19,12,3,78,1,14.51,64,7.81,59,5.7,42.968,351.104,0.681586,0.868964,0.955897,0.57,686.32,574.06,688.61,36.03,1.409949,1.409949,1.409949,0.212594,1.409949,0.212594,1.197355,0.0
Turin,2026-03-19T13:00:00+01:00,2026-03-19,13,3,78,1,14.51,66,9.9,53,6.0,43.455,5.302,0.68779,0.906413,0.951218,0.6,693.11,599.07,726.06,37.2,1.479349,1.479349,1.479349,0.224617,1.479349,0.224617,1.254732,0.0
Turin,2026-03-19T14:00:00+01:00,2026-03-19,14,3,78,1,15.59,67,9.0,71,4.7,40.248,18.519,0.646102,0.757845,0.96944,0.47,647.51,464.83,545.53,32.64,1.13281,1.13281,1.13281,0.248789,1.13281,0.248789,0.884021,0.0
Turin,2026-03-19T15:00:00+01:00,2026-03-19,15,3,78,1,14.43,60,10.42,57,4.5,34.012,28.845,0.559365,0.879658,0.970536,0.45,552.7,475.89,573.84,32.37,1.192943,1.192943,1.192943,0.291839,1.192943,0.291839,0.901104,0.0
Turin,2026-03-19T16:00:00+01:00,2026-03-19,16,3,78,1,13.44,69,8.6,61,3.1,25.689,35.782,0.433489,0.848813,0.996541,0.31,415.4,330.91,397.53,25.86,0.848574,0.848574,0.848574,0.362442,0.848574,0.362442,0.486132,0.0
Turin,2026-03-19T17:00:00+01:00,2026-03-19,17,3,78,1,12.62,72,10.65,65,1.7,16.084,39.343,0.277052,0.815536,1.0,0.17,245.85,185.62,223.48,19.61,0.478686,0.478686,0.478686,0.456605,0.478686,0.456605,0.022081,0.0
Turin,2026-03-19T18:00:00+01:00,2026-03-19,18,3,78,1,12.22,75,11.69,74,0.4,5.78,37.198,0.100715,0.726782,1.0,0.04,61.56,40.91,50.54,13.8,0.108259,0.108259,0.108259,0.550597,0.108259,0.108259,0.0,0.442338
Turin,2026-03-19T19:00:00+01:00,2026-03-19,19,3,78,0,11.27,72,9.12,79,0.0,-4.79,179.999,0.0,0.65705,1.0,0.0,0.0,0.0,0.0,11.27,0.0,0.0,0.0,0.608696,0.0,0.0,0.0,0.608696
Turin,2026-03-19T20:00:00+01:00,2026-03-19,20,3,78,0,9.62,76,8.42,74,0.0,-15.251,180.0,0.0,0.728375,1.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,0.0,0.603334,0.0,0.0,0.0,0.603334
Turin,2026-03-19T21:00:00+01:00,2026-03-19,21,3,78,0,7.71,76,9.61,72,0.0,-25.195,180.0,0.0,0.745573,1.0,0.0,0.0,0.0,0.0,7.71,0.0,0.0,0.0,0.533005,0.0,0.0,0.0,0.533005
Turin,2026-03-19T22:00:00+01:00,2026-03-19,22,3,78,0,8.17,80,10.95,78,0.0,-34.08,180.0,0.0,0.66984,1.0,0.0,0.0,0.0,0.0,8.17,0.0,0.0,0.0,0.42308,0.0,0.0,0.0,0.42308
Turin,2026-03-19T23:00:00+01:00,2026-03-19,23,3,78,0,6.24,79,10.49,68,0.0,-41.134,180.0,0.0,0.787902,1.0,0.0,0.0,0.0,0.0,6.24,0.0,0.0,0.0,0.309368,0.0,0.0,0.0,0.309368
Turin,2026-03-20T00:00:00+01:00,2026-03-20,0,3,79,0,7.93,75,8.01,60,0.0,-44.972,180.0,0.0,0.85982,1.0,0.0,0.0,0.0,0.0,7.93,0.0,0.0,0.0,0.106185,0.0,0.0,0.0,0.106185
Turin,2026-03-20T01:00:00+01:00,2026-03-20,1,3,79,0,7.42,82,10.54,65,0.0,-45.456,180.0,0.0,0.816866,1.0,0.0,0.0,0.0,0.0,7.42,0.0,0.0,0.0,0.10639,0.0,0.0,0.0,0.10639
Turin,2026-03-20T02:00:00+01:00,2026-03-20,2,3,79,0,6.28,87,9.16,76,0.0,-42.127,180.0,0.0,0.695849,1.0,0.0,0.0,0.0,0.0,6.28,0.0,0.0,0.0,0.107936,0.0,0.0,0.0,0.107936
Turin,2026-03-20T03:00:00+01:00,2026-03-20,3,3,79,0,6.18,82,7.39,72,0.0,-35.719,180.0,0.0,0.746183,1.0,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.116086,0.0,0.0,0.0,0.116086
Turin,2026-03-20T04:00:00+01:00,2026-03-20,4,3,79,0,7.22,83,7.63,78,0.0,-27.241,180.0,0.0,0.679901,1.0,0.0,0.0,0.0,0.0,7.22,0.0,0.0,0.0,0.145664,0.0,0.0,0.0,0.145664
Turin,2026-03-20T05:00:00+01:00,2026-03-20,5,3,79,0,8.06,76,10.27,69,0.0,-17.527,180.0,0.0,0.781407,1.0,0.0,0.0,0.0,0.0,8.06,0.0,0.0,0.0,0.217773,0.0,0.0,0.0,0.217773
Turin,2026-03-20T06:00:00+01:00,2026-03-20,6,3,79,0,9.17,82,9.62,60,0.0,-7.165,180.001,0.0,0.860627,1.0,0.0,0.0,0.0,0.0,9.17,0.0,0.0,0.0,0.3301,0.0,0.0,0.0,0.3301
Turin,2026-03-20T07:00:00+01:00,2026-03-20,7,3,79,1,10.14,75,7.26,77,0.2,3.413,323.353,0.059528,0.686731,1.0,0.02,24.26,15.19,18.78,10.72,0.040227,0.040227,0.040227,0.426326,0.040227,0.040227,0.0,0.386099
Turin,2026-03-20T08:00:00+01:00,2026-03-20,8,3,79,1,11.61,73,8.51,63,1.5,13.83,319.25,0.239042,0.833124,1.0,0.15,205.06,157.17,188.82,17.51,0.40445,0.40445,0.40445,0.436009,0.40445,0.40445,0.0,0.031559
Turin,2026-03-20T09:00:00+01:00,2026-03-20,9,3,79,1,14.35,59,7.37,59,2.9,23.677,322.322,0.401586,0.869046,0.993865,0.29,380.69,324.61,389.97,26.53,0.830181,0.830181,0.830181,0.360112,0.830181,0.360112,0.470069,0.0
Turin,2026-03-20T10:00:00+01:00,2026-03-20,10,3,79,1,13.75,62,9.27,70,3.8,32.417,328.624,0.536084,0.772962,0.986997,0.38,527.28,395.25,464.07,28.25,0.981111,0.981111,0.981111,0.269968,0.981111,0.269968,0.711143,0.0
Turin,2026-03-20T11:00:00+01:00,2026-03-20,11,3,79,1,16.65,55,8.17,69,4.7,39.299,338.26,0.633368,0.784893,0.960419,0.47,633.58,496.85,583.8,34.9,1.200994,1.200994,1.200994,0.220639,1.200994,0.220639,0.980355,0.0
Turin,2026-03-20T12:00:00+01:00,2026-03-20,12,3,79,1,17.25,57,10.57,56,5.8,43.378,351.048,0.686809,0.885362,0.939737,0.58,692.04,608.49,730.22,40.07,1.469881,1.469881,1.469881,0.212283,1.469881,0.212283,1.257598,0.0
Turin,2026-03-20T13:00:00+01:00,2026-03-20,13,3,79,1,17.61,56,9.5,51,6.1,43.849,5.451,0.692766,0.913909,0.933403,0.61,698.56,635.62,769.19,41.65,1.537876,1.537876,1.537876,0.224289,1.537876,0.224289,1.313587,0.0
Turin,2026-03-20T14:00:00+01:00,2026-03-20,14,3,79,1,16.7,61,9.31,59,5.3,40.604,18.845,0.650833,0.864592,0.951017,0.53,652.68,550.4,657.3,37.25,1.338974,1.338974,1.338974,0.248426,1.338974,0.248426,1.090548,0.0
Turin,2026-03-20T15:00:00+01:00,2026-03-20,15,3,79,1,17.69,60,9.69,64,4.3,34.324,29.314,0.563866,0.82355,0.962596,0.43,557.62,450.08,533.26,34.35,1.099528,1.099528,1.099528,0.291412,1.099528,0.291412,0.808116,0.0
Turin,2026-03-20T16:00:00+01:00,2026-03-20,16,3,79,1,15.77,59,11.33,71,2.9,25.963,36.419,0.437794,0.762233,0.990666,0.29,420.09,315.24,370.18,27.33,0.785533,0.785533,0.785533,0.361913,0.785533,0.361913,0.42362,0.0
Turin,2026-03-20T17:00:00+01:00,2026-03-20,17,3,79,1,15.28,68,11.04,68,1.7,16.332,40.32,0.281206,0.788531,1.0,0.17,250.33,186.21,221.02,22.19,0.473425,0.473425,0.473425,0.455938,0.473425,0.455938,0.017487,0.0
Turin,2026-03-20T18:00:00+01:00,2026-03-20,18,3,79,1,15.12,61,11.51,59,0.5,6.014,39.595,0.104776,0.865405,1.0,0.05,65.51,55.25,68.69,17.27,0.147128,0.147128,0.147128,0.549793,0.147128,0.147128,0.0,0.402665
Turin,2026-03-20T19:00:00+01:00,2026-03-20,19,3,79,0,13.24,70,9.11,62,0.0,-4.558,179.999,0.0,0.84073,1.0,0.0,0.0,0.0,0.0,13.24,0.0,0.0,0.0,0.607807,0.0,0.0,0.0,0.607807
Turin,2026-03-20T20:00:00+01:00,2026-03-20,20,3,79,0,12.66,72,10.07,72,0.0,-15.01,180.0,0.0,0.753566,1.0,0.0,0.0,0.0,0.0,12.66,0.0,0.0,0.0,0.602453,0.0,0.0,0.0,0.602453
Turin,2026-03-20T21:00:00+01:00,2026-03-20,21,3,79,0,10.91,71,9.49,77,0.0,-24.931,180.0,0.0,0.689547,1.0,0.0,0.0,0.0,0.0,10.91,0.0,0.0,0.0,0.532226,0.0,0.0,0.0,0.532226
Turin,2026-03-20T22:00:00+01:00,2026-03-20,22,3,79,0,9.1,82,9.18,62,0.0,-33.782,180.0,0.0,0.843181,1.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.422462,0.0,0.0,0.0,0.422462
Turin,2026-03-20T23:00:00+01:00,2026-03-20,23,3,79,0,7.88,74,9.77,61,0.0,-40.792,180.0,0.0,0.852099,1.0,0.0,0.0,0.0,0.0,7.88,0.0,0.0,0.0,0.308916,0.0,0.0,0.0,0.308916
Turin,2026-03-21T00:00:00+01:00,2026-03-21,0,3,80,0,10.52,67,8.72,39,0.0,-44.586,180.0,0.0,0.965012,1.0,0.0,0.0,0.0,0.0,10.52,0.0,0.0,0.0,0.106028,0.0,0.0,0.0,0.106028
Turin,2026-03-21T01:00:00+01:00,2026-03-21,1,3,80,0,9.81,69,7.84,57,0.0,-45.047,180.0,0.0,0.88114,1.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.106233,0.0,0.0,0.0,0.106233
Turin,2026-03-21T02:00:00+01:00,2026-03-21,2,3,80,0,9.85,75,9.4,43,0.0,-41.721,180.0,0.0,0.950144,1.0,0.0,0.0,0.0,0.0,9.85,0.0,0.0,0.0,0.107777,0.0,0.0,0.0,0.107777
Turin,2026-03-21T03:00:00+01:00,2026-03-21,3,3,80,0,10.83,65,8.41,46,0.0,-35.332,180.0,0.0,0.938568,1.0,0.0,0.0,0.0,0.0,10.83,0.0,0.0,0.0,0.115915,0.0,0.0,0.0,0.115915
Turin,2026-03-21T04:00:00+01:00,2026-03-21,4,3,80,0,9.96,70,8.31,47,0.0,-26.875,180.0,0.0,0.934258,1.0,0.0,0.0,0.0,0.0,9.96,0.0,0.0,0.0,0.145449,0.0,0.0,0.0,0.145449
Turin,2026-03-21T05:00:00+01:00,2026-03-21,5,3,80,0,10.41,76,6.66,52,0.0,-17.176,180.0,0.0,0.909715,1.0,0.0,0.0,0.0,0.0,10.41,0.0,0.0,0.0,0.217452,0.0,0.0,0.0,0.217452
